,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,cost_2021_PCI_Family_house,0
1669,1229,12475_29.2976323_-94.8090935_0_344.14.jpg,4rGPcl9jl4UZWKRZgTnjVg,1.265872016,0.426611278,29.2976323,-94.8090935,29.29775432,-94.80914327,"[2019, 10]",12,Y,121.7330017,1310.323125,1.265872016,6.153123412,12,Y,7.346876588,5.846876588,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27530.09516,38161.24205,47282.25948,43611.16592,43760.9022,47586.50357,3825.601364
1077,5637,20537_29.2735433_-94.8286221_0_4.66.jpg,bIsQf8pt8HJotJ-FWkk6vg,1.112062686,0.526474369,29.2735433,-94.8286221,29.27369948,-94.82864,"[2020, 3]",11,Y,130.5149994,1404.851762,1.112062686,5.648499626,11,Y,6.851500374,5.351500374,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28994.20908,40190.74488,49796.83904,45930.50826,46088.20786,49913.23702,3825.029152
6155,10432,5042_29.3064889_-94.7817166_0_236.98.jpg,xKmxVCFlk1haIlYFALRZXw,2.20628737,0.624982927,29.3064889,-94.7817166,29.30639501,-94.78186213,"[2016, 9]",12,Y,148.9559937,1603.348972,2.20628737,9.238475623,12,Y,4.261524377,2.761524377,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29976.44212,41552.28149,51483.80005,47486.49009,47649.53206,51472.47549,3822.943428
4107,13214,956_29.286112_-94.8222145_0_57.95.jpg,0yo5Prj_L5LldGLsNtEeUw,1.807602849,0.703937628,29.286112,-94.8222145,29.28623952,-94.82199297,"[2021, 4]",11,Y,148.9149933,1602.907648,1.807602849,7.930455541,11,Y,4.569544459,3.069544459,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30338.48686,42054.13508,52105.60296,48060.01492,48225.02606,52046.91721,3821.891156
6187,11202,6111_29.2998419_-94.7816179_0_146.98.jpg,n7EIQU0Fy-uCE-wtdc36OQ,2.214297704,0.771507414,29.29984187,-94.78161791,29.29971178,-94.78155706,"[2019, 10]",11,Y,148.8630066,1602.348067,2.214297704,9.264756247,11,Y,3.235243753,1.735243753,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28724.38498,39816.72427,49333.42279,45503.07262,45659.30465,49479.86157,3820.556922
2540,10820,556_29.2895897_-94.8279393_0_190.53.jpg,bj7WnCX_slfP-FFfl916HQ,1.476804287,0.637360151,29.2895897,-94.8279393,29.28943143,-94.8279432,"[2020, 3]",11,Y,148.8220062,1601.906743,1.476804287,6.845158422,11,Y,5.654841578,4.154841578,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,31623.45115,43835.30704,54312.49745,50095.56151,50267.56157,54087.06622,3819.50465
5183,1479,12864_29.2963678_-94.8008169_0_89.01.jpg,YCUR6ja4qNOLTYZHtBA-kQ,1.993416129,0.720038317,29.29636777,-94.80081686,29.29637543,-94.80058841,"[2021, 4]",11,Y,148.7709961,1601.357675,1.993416129,8.540079163,11,Y,3.959920837,2.459920837,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29576.98117,40998.56289,50797.73573,46853.69324,47014.56254,50832.75802,3818.19548
2768,10509,5163_29.3053655_-94.7831338_0_326.94.jpg,xmlRZNDCKzUSc57Zqu5s2w,1.532515446,0.538448057,29.3053655,-94.7831338,29.30549184,-94.78320125,"[2019, 10]",12,Y,137.897995,1484.321665,1.532515446,7.027937815,12,Y,6.472062185,4.972062185,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30211.95239,41878.73749,51888.28314,47859.56827,48023.89118,51841.48106,3817.589883
6977,11389,6358_29.2981575_-94.788064_0_329.59.jpg,Dpi8VMoMzqA2CB9ybnfhNA,2.549199712,0.752954695,29.2981575,-94.788064,29.29829971,-94.78812179,"[2017, 5]",11,Y,148.7250061,1600.862642,2.549199712,10.36351612,11,Y,2.136483885,0.636483885,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27378.53388,37951.15319,47021.95673,43371.07362,43519.98556,47337.00071,3817.01515
7419,3230,15951_29.2871289_-94.8407873_0_64.38.jpg,5v3gTmynWABW5Owmfe6SfA,2.884820543,0.29413746,29.2871289,-94.8407873,29.28719875,-94.84063577,"[2019, 8]",12,Y,148.6840057,1600.421318,2.884820543,11.46463433,12,Y,2.035365673,0.535365673,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27249.61238,37772.44678,46800.53724,43166.8456,43315.05633,47131.01921,3815.962878
7586,10250,4785_29.3082593_-94.7865586_0_162.59.jpg,FT6YpDDyNwaYCZis-cN8Wg,3.071914352,0.43391265,29.3082593,-94.7865586,29.3081213,-94.78650778,"[2017, 5]",12,Y,209.0780029,2250.496893,3.071914352,12.07845916,12,Y,1.42154084,-0.07845916,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,38258.44719,53032.50335,65707.93951,60606.2376,60814.32542,64628.29809,3813.972672
4563,3788,16902_29.2849766_-94.8238416_0_358.00.jpg,rZ36F-H2o3n2opFFXoS-Zw,1.891539843,0.77002233,29.28497657,-94.82384161,29.28516639,-94.82381285,"[2020, 3]",11,Y,148.5890045,1599.398733,1.891539843,8.20583938,11,Y,4.29416062,2.79416062,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29941.73666,41504.17402,51424.19428,47431.51224,47594.36545,51407.89013,3813.52468
4779,3770,16875_29.2850053_-94.8237352_0_342.59.jpg,Sku-MsyuapsO9kgZ58JUkA,1.92658071,0.770074435,29.2850053,-94.8237352,29.28516523,-94.82381171,"[2020, 3]",11,Y,148.5890045,1599.398733,1.92658071,8.320802854,11,Y,4.179197146,2.679197146,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29803.83233,41313.01593,51187.347,47213.05428,47375.15743,51188.68211,3813.52468
4410,3713,16782_29.2850308_-94.8236416_0_312.56.jpg,C5lITGsjFVdj42EFBFHZgg,1.863889039,0.773701757,29.2850308,-94.8236416,29.28516242,-94.82380707,"[2020, 3]",11,Y,148.5890045,1599.398733,1.863889039,8.115121519,11,Y,4.384878481,2.884878481,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30050.55718,41655.01717,51611.09085,47603.89777,47767.34285,51580.86753,3813.52468
4411,3771,16876_29.2850308_-94.8236416_0_312.56.jpg,C5lITGsjFVdj42EFBFHZgg,1.863889039,0.773701757,29.28503082,-94.82364161,29.28516244,-94.82380708,"[2020, 3]",11,Y,148.5890045,1599.398733,1.863889039,8.115121519,11,Y,4.384878481,2.884878481,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30050.55718,41655.01717,51611.09085,47603.89777,47767.34285,51580.86753,3813.52468
2857,374,10850_29.3074709_-94.7833207_0_43.87.jpg,4oVQwMn1Hf1Sx0GOEhDf2g,1.553322625,0.567159567,29.3074709,-94.7833207,29.30762619,-94.78320493,"[2021, 3]",12,Y,139.1529999,1497.830425,1.553322625,7.096202838,12,Y,6.403797162,4.903797162,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30410.22326,42153.57354,52228.80847,48173.65449,48339.0558,52150.75639,3811.700584
2467,9433,2989_29.2551668_-94.8696142_0_65.38.jpg,2J1w686zrPoM9dj_4qA8Yg,1.458911927,0.736368934,29.2551668,-94.8696142,29.25520268,-94.86950282,"[2020, 2]",10,Y,148.5019989,1598.462213,1.458911927,6.786456453,10,Y,4.713543547,3.213543547,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30426.98024,42176.80146,52257.58816,48200.19967,48365.69212,52176.98381,3811.291689
2468,9434,2990_29.2551668_-94.8696142_0_65.38.jpg,2J1w686zrPoM9dj_4qA8Yg,1.458911927,0.736368934,29.25516681,-94.86961422,29.25520269,-94.86950284,"[2020, 2]",10,Y,148.5019989,1598.462213,1.458911927,6.786456453,10,Y,4.713543547,3.213543547,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30426.98024,42176.80146,52257.58816,48200.19967,48365.69212,52176.98381,3811.291689
4214,10536,5202_29.3055565_-94.7776902_0_238.06.jpg,LVsdR6hcodAXNNdfWyrWCg,1.826004863,0.637976175,29.3055565,-94.7776902,29.30552084,-94.77779554,"[2021, 4]",11,Y,148.4440002,1597.83792,1.826004863,7.990829603,11,Y,4.509170397,3.009170397,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30170.18035,41820.83456,51816.54068,47793.39605,47957.49176,51767.29492,3809.803157
4175,3903,17112_29.2843815_-94.8307166_0_94.41.jpg,h-08Uu9QeZsbFfNodP00bw,1.818541847,0.534701992,29.2843815,-94.8307166,29.28432443,-94.83047946,"[2016, 6]",11,Y,148.3589935,1596.922916,1.818541847,7.966344642,11,Y,4.533655358,3.033655358,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30182.22879,41837.53569,51837.23359,47812.48231,47976.64355,51784.26502,3807.621467
741,6961,23815_29.2161917_-94.915351_0_326.83.jpg,fzQ68hA4Bcry_k8vCPd05Q,0.982930923,0.736704233,29.2161917,-94.915351,29.21636498,-94.91546946,"[2020, 2]",16,Y,111.2419968,1197.398888,0.982930923,5.224838986,16,Y,12.27516101,10.77516101,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30863.14914,42781.40334,53006.69749,48891.14659,49059.01136,52865.7004,3806.689032
5034,2879,15356_29.2885444_-94.8138921_0_357.38.jpg,UiDz3eh0nOx4_j-1z9OyFQ,1.971154113,0.746484305,29.2885444,-94.8138921,29.28872183,-94.81389458,"[2019, 10]",11,Y,148.3099976,1596.395528,1.971154113,8.467041053,11,Y,4.032958947,2.532958947,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29572.77891,40992.73786,50790.51844,46847.03632,47007.88276,50814.24675,3806.363991
5037,2869,15340_29.2885704_-94.813797_0_327.18.jpg,rg0hSsdaqvN164qX1mcf3A,1.971873622,0.749609405,29.2885704,-94.813797,29.28873089,-94.81389149,"[2019, 10]",11,Y,148.3099976,1596.395528,1.971873622,8.469401647,11,Y,4.030598353,2.530598353,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29569.95257,40988.8201,50785.66429,46842.55905,47003.39012,50809.75411,3806.363991
5038,2936,15439_29.2885704_-94.813797_0_327.18.jpg,rg0hSsdaqvN164qX1mcf3A,1.971873622,0.749609405,29.28857042,-94.81379696,29.28873091,-94.81389145,"[2019, 10]",11,Y,148.3099976,1596.395528,1.971873622,8.469401647,11,Y,4.030598353,2.530598353,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29569.95257,40988.8201,50785.66429,46842.55905,47003.39012,50809.75411,3806.363991
4972,2465,14604_29.2908913_-94.812184_0_357.99.jpg,5oiEeu9DwWYxz-dD6FxzNA,1.961506172,0.741378221,29.29089126,-94.81218397,29.29111818,-94.81216719,"[2020, 2]",11,Y,148.3090057,1596.384851,1.961506172,8.435387703,11,Y,4.064612297,2.564612297,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29610.47932,41044.99684,50855.26797,46906.75856,47067.81006,50874.14859,3806.338534
4973,2482,14623_29.2908913_-94.812184_0_357.99.jpg,5oiEeu9DwWYxz-dD6FxzNA,1.961506172,0.741378221,29.29089126,-94.81218397,29.29111818,-94.81216719,"[2020, 2]",11,Y,148.3090057,1596.384851,1.961506172,8.435387703,11,Y,4.064612297,2.564612297,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29610.47932,41044.99684,50855.26797,46906.75856,47067.81006,50874.14859,3806.338534
5225,12385,8290_29.2893111_-94.800076_0_313.66.jpg,1Ry85osHlNCEo3EfLemKOw,2.000539409,0.852062453,29.2893111,-94.800076,29.28945152,-94.80025961,"[2021, 4]",10,Y,148.3070068,1596.363335,2.000539409,8.563449505,10,Y,2.936550495,1.436550495,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28259.48286,39172.29343,48534.96486,44766.60864,44920.31206,48726.59929,3806.287232
4946,11889,7031_29.2955896_-94.7834649_0_342.54.jpg,Pf70-6A55WgciEXKLtBGpA,1.956753544,0.916003391,29.2955896,-94.7834649,29.29571887,-94.78349254,"[2019, 10]",11,Y,148.3049927,1596.341656,1.956753544,8.419795092,11,Y,4.080204908,2.580204908,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29628.34646,41069.76363,50885.95434,46935.06238,47096.21105,50902.44659,3806.235541
4275,12938,9147_29.2842751_-94.8157531_0_0.58.jpg,gD1QgEaGYaXJVy-IaFICrw,1.837854683,0.834411205,29.2842751,-94.8157531,29.28441788,-94.81576735,"[2021, 4]",10,Y,148.2619934,1595.878815,1.837854683,8.029706965,10,Y,3.470293035,1.970293035,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28889.74699,40045.94323,49617.42797,45765.02704,45922.15847,49727.29044,3805.131967
6244,12628,8732_29.2873343_-94.7977352_0_103.23.jpg,44zQ2UWQZReaLEOvaITi6Q,2.234902951,0.880922465,29.2873343,-94.7977352,29.28715942,-94.79695085,"[2020, 3]",10,Y,148.2610016,1595.86814,2.234902951,9.332358763,10,Y,2.167641237,0.667641237,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27330.40835,37884.44328,46939.30232,43294.83667,43443.48686,47248.59337,3805.106513
3593,11310,6258_29.2992608_-94.7839242_0_194.54.jpg,yzO8ozj9kv4oxWfFxX-Hgw,1.706562862,0.781515306,29.2992608,-94.7839242,29.29913158,-94.78394335,"[2017, 5]",11,Y,148.1199951,1594.350358,1.706562862,7.598959521,11,Y,4.901040479,3.401040479,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30572.91228,42379.0873,52508.22285,48431.37456,48597.66074,52399.14833,3801.487592
508,6424,22511_29.2594524_-94.8463852_0_94.60.jpg,NoekXGbdZGZcgX7kE0yIiw,0.843604573,0.565528962,29.2594524,-94.8463852,29.25938964,-94.84609067,"[2020, 3]",11,Y,114.8130035,1235.836884,0.843604573,4.767731539,11,Y,7.732268461,6.232268461,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26322.33863,36487.09277,45207.96743,41697.92625,41841.09354,45638.49611,3797.402573
509,6425,22513_29.2594524_-94.8463852_0_94.60.jpg,NoekXGbdZGZcgX7kE0yIiw,0.843604573,0.565528962,29.25945236,-94.8463852,29.2593896,-94.84609067,"[2020, 3]",11,Y,114.8130035,1235.836884,0.843604573,4.767731539,11,Y,7.732268461,6.232268461,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26322.33863,36487.09277,45207.96743,41697.92625,41841.09354,45638.49611,3797.402573
557,5018,19432_29.278123_-94.8379644_0_256.13.jpg,nYHNCV_XE6x4u7in6GWn9g,0.881403741,0.29422868,29.278123,-94.83796438,29.27809504,-94.83813684,"[2020, 3]",11,Y,116.6699982,1255.825409,0.881403741,4.891744557,11,Y,7.608255443,6.108255443,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26631.27422,36915.32833,45738.55668,42187.31944,42332.16703,46129.09986,3796.932832
558,5025,19453_29.278123_-94.8379644_0_256.13.jpg,nYHNCV_XE6x4u7in6GWn9g,0.881403741,0.29422868,29.278123,-94.83796438,29.27809504,-94.83813684,"[2020, 3]",11,Y,116.6699982,1255.825409,0.881403741,4.891744557,11,Y,7.608255443,6.108255443,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26631.27422,36915.32833,45738.55668,42187.31944,42332.16703,46129.09986,3796.932832
4886,12300,8058_29.2904298_-94.8067018_0_328.84.jpg,RDHDFTCfQnLo7w2LUnbeMg,1.946743963,0.786908872,29.2904298,-94.8067018,29.29059574,-94.8067771,"[2019, 10]",10,Y,147.9369965,1592.380578,1.946743963,8.386955259,10,Y,3.113044741,1.613044741,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28399.76294,39366.74471,48775.89245,44988.8301,45143.29651,48940.08746,3796.790948
1293,11148,6029_29.3004458_-94.7793185_0_193.09.jpg,xH-DswF0onmhai9w8FIuoA,1.172982405,0.734432715,29.30044582,-94.77931847,29.30019179,-94.77939422,"[2019, 10]",11,Y,133.4309998,1436.239329,1.172982405,5.84836747,11,Y,6.65163253,5.15163253,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29426.71177,40790.26478,50539.65174,46615.64743,46775.69942,50572.11395,3796.414528
4015,3100,15726_29.2877_-94.8320996_0_15.45.jpg,o_iL_9EotN0qGzCXmUm8RQ,1.789071296,0.469418586,29.2877,-94.8320996,29.28778856,-94.8320789,"[2016, 6]",11,Y,147.8939972,1591.917737,1.789071296,7.869656483,11,Y,4.630343517,3.130343517,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30203.0694,41866.42421,51873.02683,47845.49649,48009.77108,51805.45846,3795.687375
6057,2649,14903_29.2904112_-94.7911713_0_88.73.jpg,6aWER1uJD53mhnDbxxD8Uw,2.184143643,0.881643424,29.2904112,-94.7911713,29.2903878,-94.79097368,"[2021, 4]",10,Y,147.8430023,1591.368832,2.184143643,9.1658256,10,Y,2.3341744,0.8341744,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27452.1162,38053.15038,47148.33254,43487.63735,43636.9495,47431.3281,3794.378595
5540,2671,14944_29.2903222_-94.7911414_0_73.40.jpg,m8nKpRPT7S171U707AHKNA,2.061211083,0.90746038,29.2903222,-94.7911414,29.29038885,-94.79097919,"[2021, 4]",10,Y,147.8430023,1591.368832,2.061211083,8.762503553,10,Y,2.737496447,1.237496447,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27933.4918,38720.41618,47975.08326,44250.19741,44402.12777,48196.50637,3794.378595
5453,4452,18396_29.2813698_-94.8195324_0_329.19.jpg,48orbA8gMfguHJgfvSxUTg,2.04345901,0.872755449,29.2813698,-94.8195324,29.28148905,-94.81958533,"[2020, 2]",10,Y,147.8000031,1590.905993,2.04345901,8.704261844,10,Y,2.795738156,1.295738156,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27994.86033,38805.48306,48080.48221,44347.41296,44499.67711,48292.95213,3793.275024
5827,4451,18395_29.2813459_-94.8196336_0_14.47.jpg,vP5_gyym1E1YKJkudVsNsw,2.12138309,0.873899057,29.2813459,-94.8196336,29.28149223,-94.81958382,"[2020, 2]",10,Y,147.8000031,1590.905993,2.12138309,8.959918274,10,Y,2.540081726,1.040081726,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27689.81632,38382.64187,47556.57664,43864.18452,44014.78953,47808.06455,3793.275024
6154,1305,12604_29.2974484_-94.8169143_0_178.15.jpg,DJ6twS4ZBCKl5AtQoCVFnQ,2.206175204,0.628291664,29.2974484,-94.8169143,29.29731549,-94.81687629,"[2020, 2]",13,Y,147.798996,1590.895153,2.206175204,9.238107625,13,Y,5.261892375,3.761892375,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30937.21417,42884.06966,53133.90236,49008.475,49176.74262,52969.99179,3793.249177
3401,1448,12822_29.2964438_-94.8157781_0_252.07.jpg,4000IQDBuMceByIU2EK3aQ,1.668279884,0.593871599,29.2964438,-94.8157781,29.29634419,-94.81600142,"[2020, 2]",12,Y,147.0549927,1582.886768,1.668279884,7.473359199,12,Y,6.026640801,4.526640801,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,31689.36238,43926.67085,54425.69836,50199.97326,50372.33181,54163.24396,3790.912142
456,630,11449_29.3048421_-94.7762059_0_282.12.jpg,mq8CDf9btgTKd2Jjrftb6A,0.810824288,0.687876981,29.3048421,-94.7762059,29.30485654,-94.77634286,"[2019, 9]",11,Y,113.0390015,1216.741686,0.810824288,4.660184672,11,Y,7.839815328,6.339815328,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26013.76872,36059.36409,44678.00622,41209.11233,41350.60131,45141.33071,3790.729398
6380,1592,13051_29.2956227_-94.8161733_0_161.45.jpg,DVW5M-gd7A_yxY62pWMpxQ,2.275934325,0.744282913,29.2956227,-94.8161733,29.2955333,-94.81615925,"[2020, 2]",12,Y,147.6580048,1589.377536,2.275934325,9.466976132,12,Y,4.033023868,2.533023868,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29442.84996,40812.63496,50567.36868,46641.21237,46801.35213,50590.98278,3789.630649
4604,1942,13618_29.2939155_-94.7970171_0_147.75.jpg,Lj7G6kcALHC9cvTuKWyZfw,1.899144063,0.805438337,29.29391546,-94.79701711,29.29382667,-94.79698076,"[2019, 10]",11,Y,147.6100006,1588.860823,1.899144063,8.230787608,11,Y,4.269212392,2.769212392,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29714.73099,41189.50681,51034.31765,47071.90645,47233.52497,51021.92359,3788.398625
4605,12130,7494_29.2939155_-94.7970171_0_147.75.jpg,Lj7G6kcALHC9cvTuKWyZfw,1.899144063,0.805438337,29.29391546,-94.79701711,29.29382667,-94.79698076,"[2019, 10]",11,Y,147.6100006,1588.860823,1.899144063,8.230787608,11,Y,4.269212392,2.769212392,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29714.73099,41189.50681,51034.31765,47071.90645,47233.52497,51021.92359,3788.398625
1758,11449,6438_29.2976059_-94.8091952_0_12.66.jpg,9UpvTYXYnZahT0sUWPfZhQ,1.288199778,0.426910642,29.2976059,-94.8091952,29.29775233,-94.80913989,"[2019, 10]",12,Y,121.7330017,1310.323125,1.288199778,6.226377224,12,Y,7.273622776,5.773622776,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27458.10553,38061.45259,47158.61908,43497.12522,43646.46995,47433.92723,3787.457279
1951,6197,21991_29.2615154_-94.8436578_0_138.73.jpg,O61hAhDtpNBNfkA-5Lw3dQ,1.33845927,0.745204514,29.26151535,-94.84365784,29.26140663,-94.84354275,"[2020, 3]",10,Y,147.477005,1587.42927,1.33845927,6.391270571,10,Y,5.108729429,3.608729429,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30687.46366,42537.87436,52704.96202,48612.83849,48779.74771,52564.73301,3784.985304
2291,10184,4666_29.3097573_-94.7844535_0_343.31.jpg,PzrEvnbuSD1wcgEg3UYVIA,1.419637726,0.420793065,29.3097573,-94.7844535,29.30993097,-94.78448775,"[2019, 10]",12,Y,129.2100067,1390.804937,1.419637726,6.657604088,12,Y,6.842395912,5.342395912,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28694.80504,39775.7216,49282.61997,45456.21424,45612.28538,49394.03687,3781.751488
2322,3057,15639_29.287977_-94.8232282_0_11.96.jpg,MYNAAiBIBGXIuwV9XkpbWQ,1.425392527,0.663325863,29.287977,-94.8232282,29.28823096,-94.82313642,"[2020, 3]",11,Y,147.3350067,1585.900813,1.425392527,6.676484669,11,Y,5.823515331,4.323515331,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,31508.10088,43675.41258,54114.38621,49912.83203,50084.2047,53865.54563,3781.340929
2256,3065,15628_29.2882515_-94.8229422_0_238.46.jpg,veIVX1pjp8a7Xb6DulgL7Q,1.412293449,0.652972643,29.2882515,-94.8229422,29.28821223,-94.82306878,"[2021, 4]",11,Y,147.3350067,1585.900813,1.412293449,6.633508691,11,Y,5.866491309,4.366491309,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,31559.21761,43746.26878,54202.17793,49993.80742,50165.45811,53946.79904,3781.340929
4450,1345,12663_29.2968684_-94.8156208_0_308.82.jpg,Wnh_5NzYaRcW23vnoBhsHw,1.870958757,0.634952159,29.2968684,-94.8156208,29.29697731,-94.815732,"[2018, 8]",12,Y,147.3339996,1585.889973,1.870958757,8.138316132,12,Y,5.361683868,3.861683868,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30958.5751,42913.67942,53170.58922,49042.31342,49210.69722,52992.0123,3781.315082
7163,8268,26082_29.1811909_-94.9758523_0_116.05.jpg,brfsNWvbPFjMFN1Ahv-kPA,2.673535089,0.774493496,29.1811909,-94.9758523,29.18093523,-94.9754903,"[2021, 4]",16,Y,131.3690033,1414.044183,2.673535089,10.77144058,16,Y,6.728559419,5.228559419,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29053.54507,40272.99432,49898.74713,46024.504,46182.52633,49963.49984,3780.973512
3486,1853,13469_29.2939155_-94.7970171_0_357.75.jpg,Lj7G6kcALHC9cvTuKWyZfw,1.688764863,0.805438337,29.29391546,-94.79701711,29.29407139,-94.79702926,"[2019, 10]",11,Y,147.2850037,1585.362586,1.688764863,7.540567136,11,Y,4.959432864,3.459432864,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30469.99456,42236.42639,52331.4642,48268.33982,48434.06622,52214.12383,3780.057606
3487,12089,7378_29.2939155_-94.7970171_0_357.75.jpg,Lj7G6kcALHC9cvTuKWyZfw,1.688764863,0.805438337,29.2939155,-94.7970171,29.29407143,-94.79702925,"[2019, 10]",11,Y,147.2850037,1585.362586,1.688764863,7.540567136,11,Y,4.959432864,3.459432864,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30469.99456,42236.42639,52331.4642,48268.33982,48434.06622,52214.12383,3780.057606
3342,834,11846_29.3019291_-94.7846267_0_133.61.jpg,j_DJOs_UXRBvjiaGwdTO5w,1.657098924,0.797762788,29.3019291,-94.7846267,29.30179286,-94.78444391,"[2021, 3]",11,Y,147.2369995,1584.845873,1.657098924,7.43667626,11,Y,5.06332374,3.56332374,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30583.55182,42393.83545,52526.496,48448.22895,48614.57299,52393.39857,3778.825582
2005,755,11684_29.3027919_-94.8002883_0_152.34.jpg,tf9sDJq62WoBgie0zoYx6w,1.353595711,0.40904262,29.3027919,-94.8002883,29.30267195,-94.80023007,"[2018, 8]",12,Y,125.1220016,1346.802016,1.353595711,6.44093081,12,Y,7.05906919,5.55906919,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28005.80772,38820.65794,48099.28407,44364.75501,44517.0787,48295.14661,3778.067909
4805,2962,15479_29.2890398_-94.8011342_0_193.45.jpg,FBAWk7eU7wLg4UGEQlu-Xw,1.932239232,0.856486893,29.28903977,-94.80113416,29.28886774,-94.8012075,"[2021, 4]",10,Y,147.1929932,1584.372193,1.932239232,8.339367559,10,Y,3.160632441,1.660632441,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28313.4826,39247.14596,48627.7081,44852.15109,45006.14822,48783.84438,3777.696164
