,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,0.256,ORIGIN,-0.079
6004,4453,18397_29.2812593_-94.8235666_0_313.09.jpg,ttj3vrFM33yFEC_7oAkpuA,2.16739721,0.809844173,29.28125925,-94.82356664,29.28139061,-94.8237681,"[2021, 4]",10,Y,125.6360016,1352.334666,2.16739721,7.366883235,10,Y,4.133116765,2.633116765,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25153.20514,34866.48136,43200.00949,39845.87037,39982.67873,40395.40676,40522.77206
1466,440,10969_29.306668_-94.7745562_0_148.87.jpg,ZUWnwqDT45Fd8D9bZr9F4A,1.212400102,0.673674868,29.306668,-94.7745562,29.30659339,-94.77448101,"[2019, 9]",11,Y,107.1869965,1153.751228,1.212400102,4.233690623,11,Y,8.266309377,6.766309377,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25112.90618,34810.62037,43130.79702,39782.03169,39918.62087,40388.11558,40532.99871
4026,76,10159_29.3225332_-94.77201_0_179.85.jpg,SkXQKsUxawc7PGcDl03pCw,1.791156117,0.687657954,29.32253316,-94.77200996,29.32238822,-94.77197847,"[2019, 9]",11,Y,115.3170013,1241.261872,1.791156117,6.132496447,11,Y,6.367503553,4.867503553,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25167.36354,34886.10724,43224.3262,39868.29907,40005.18445,40384.01343,40500.91769
7629,11826,6958_29.2956277_-94.8013938_0_343.30.jpg,6r37AG4sdl65e2pHUKu_IQ,3.116084042,0.738969429,29.2956277,-94.8013938,29.29574257,-94.80141806,"[2019, 1]",11,Y,137.1569977,1476.345636,3.116084042,10.47937284,11,Y,2.020627159,0.520627159,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25120.71543,34821.44528,43144.20922,39794.40254,39931.0342,40381.60996,40520.65483
4322,10759,5498_29.3035294_-94.7791141_0_327.62.jpg,ofDBQXsrzxNvh1LqnwujKg,1.848532723,0.784324074,29.3035294,-94.7791141,29.3037208,-94.77919334,"[2019, 1]",11,Y,116.1070023,1249.765372,1.848532723,6.320739905,11,Y,6.179260095,4.679260095,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25163.33222,34880.51917,43217.40251,39861.91296,39998.77641,40380.20063,40497.90576
4173,2948,15453_29.2882767_-94.8148854_0_312.14.jpg,v5g5CyvuF4Asiy6_s23wQg,1.818489317,0.742943024,29.2882767,-94.8148854,29.2883984,-94.81512686,"[2019, 10]",11,Y,115.6470032,1244.813982,1.818489317,6.2221723,11,Y,6.2778277,4.7778277,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25155.6625,34869.88767,43204.22995,39849.76314,39986.58488,40366.49795,40483.73675
4174,3010,15559_29.2882767_-94.8148854_0_312.14.jpg,v5g5CyvuF4Asiy6_s23wQg,1.818489317,0.742943024,29.28827672,-94.81488535,29.28839842,-94.81512681,"[2019, 10]",11,Y,115.6470032,1244.813982,1.818489317,6.2221723,11,Y,6.2778277,4.7778277,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25155.6625,34869.88767,43204.22995,39849.76314,39986.58488,40366.49795,40483.73675
160,3925,17154_29.2847969_-94.8209329_0_136.05.jpg,cZr8voyn7tYjoHGjUrFJSA,0.481907188,0.780194311,29.2847969,-94.8209329,29.28457983,-94.8206437,"[2020, 3]",10,Y,100.7320023,1084.270249,0.481907188,1.837060328,10,Y,9.662939672,8.162939672,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25114.88636,34813.36523,43134.19794,39785.16856,39921.76851,40362.9894,40499.1474
3256,1692,13214_29.295017_-94.8090272_0_254.46.jpg,qm148FYa2FGGl1e0OiYJbw,1.63539649,0.686543269,29.295017,-94.8090272,29.29494026,-94.80919832,"[2019, 1]",11,Y,113.1360016,1217.785786,1.63539649,5.621474049,11,Y,6.878525951,5.378525951,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25158.10803,34873.27758,43208.4301,39853.63718,39990.47221,40362.13637,40476.82961
6534,6628,22983_29.2427288_-94.9017216_0_140.70.jpg,pOb63iCh-pOYxAOTBo2QBw,2.337204709,0.534082189,29.24272882,-94.90172158,29.24255273,-94.90161945,"[2020, 2]",14,Y,110.3570023,1187.872887,2.337204709,7.923994452,14,Y,7.576005548,6.076005548,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25161.52843,34878.01881,43214.30454,39859.05551,39995.90915,40358.44399,40470.31998
7951,10603,5296_29.3047706_-94.7873147_0_111.44.jpg,n-MkSHGL5ubXOb6pkEd-_A,3.378131697,0.521275595,29.3047706,-94.7873147,29.30471458,-94.78716206,"[2019, 10]",12,Y,136.2250061,1466.313762,3.378131697,11.33910924,12,Y,2.160890758,0.660890758,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25104.27121,34798.65088,43115.96667,39768.3528,39904.89502,40352.40909,40490.50914
7952,10604,5297_29.3047706_-94.7873147_0_111.44.jpg,n-MkSHGL5ubXOb6pkEd-_A,3.378131697,0.521275595,29.30477057,-94.78731472,29.30471455,-94.78716208,"[2019, 10]",12,Y,136.2250061,1466.313762,3.378131697,11.33910924,12,Y,2.160890758,0.660890758,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25104.27121,34798.65088,43115.96667,39768.3528,39904.89502,40352.40909,40490.50914
5674,2870,15341_29.2893004_-94.8075241_0_162.30.jpg,Z8Y0axSkNh6uW44MekmhMw,2.091426687,0.76424434,29.28930043,-94.80752406,29.28911039,-94.80747923,"[2019, 10]",10,Y,124.2399979,1337.308208,2.091426687,7.117636112,10,Y,4.382363888,2.882363888,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25123.70561,34825.59017,43149.34479,39799.13937,39935.78729,40343.9293,40469.87937
5675,2911,15403_29.2893004_-94.8075241_0_162.30.jpg,Z8Y0axSkNh6uW44MekmhMw,2.091426687,0.76424434,29.28930043,-94.80752406,29.28911039,-94.80747923,"[2019, 10]",10,Y,124.2399979,1337.308208,2.091426687,7.117636112,10,Y,4.382363888,2.882363888,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25123.70561,34825.59017,43149.34479,39799.13937,39935.78729,40343.9293,40469.87937
4623,3963,17215_29.2841408_-94.82349_0_312.66.jpg,-2O5H9Al_TPqCu7GUyqRyg,1.902470538,0.747413608,29.2841408,-94.82349,29.28434389,-94.82376703,"[2020, 2]",10,Y,121.2679977,1305.317864,1.902470538,6.49770124,10,Y,5.00229876,3.50229876,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25129.61933,34833.78756,43159.50146,39808.50746,39945.18754,40343.5662,40466.50337
659,11782,6889_29.2961069_-94.8007318_0_283.98.jpg,EU1A4ADnHVkbbatbCr77SA,0.938534636,0.720893643,29.2961069,-94.8007318,29.296147,-94.80087167,"[2021, 4]",11,Y,102.8669968,1107.251138,0.938534636,3.335181877,11,Y,9.164818123,7.664818123,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25095.64567,34786.69447,43101.15252,39754.68886,39891.18416,40341.75663,40480.80048
660,11784,6890_29.2961069_-94.8007318_0_283.98.jpg,EU1A4ADnHVkbbatbCr77SA,0.938534636,0.720893643,29.29610686,-94.8007318,29.29614696,-94.80087167,"[2021, 4]",11,Y,102.8669968,1107.251138,0.938534636,3.335181877,11,Y,9.164818123,7.664818123,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25095.64567,34786.69447,43101.15252,39754.68886,39891.18416,40341.75663,40480.80048
4006,2836,15278_29.289503_-94.8067229_0_148.43.jpg,qnWrtTuX-cER39-AI1RmLg,1.787649974,0.774873415,29.28950303,-94.80672287,29.28936679,-94.80661611,"[2019, 10]",10,Y,119.5009995,1286.298053,1.787649974,6.120993353,10,Y,5.379006647,3.879006647,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25126.87416,34829.98229,43154.78669,39804.15875,39940.82391,40333.39778,40454.54363
2998,3031,15575_29.2882103_-94.8316353_0_272.07.jpg,rxMdXUfenoAVIaLxwJkNDg,1.58358293,0.550616754,29.28821026,-94.83163535,29.28825587,-94.8318359,"[2016, 6]",11,Y,112.348999,1209.314561,1.58358293,5.451482054,11,Y,7.048517946,5.548517946,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25137.28223,34844.40959,43172.66229,39820.64645,39957.36822,40326.44699,40440.34239
2999,11905,704_29.2882103_-94.8316353_0_272.07.jpg,rxMdXUfenoAVIaLxwJkNDg,1.58358293,0.550616754,29.2882103,-94.8316353,29.28825591,-94.83183585,"[2016, 6]",11,Y,112.348999,1209.314561,1.58358293,5.451482054,11,Y,7.048517946,5.548517946,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25137.28223,34844.40959,43172.66229,39820.64645,39957.36822,40326.44699,40440.34239
5953,13451,9958_29.2817162_-94.8169258_0_37.91.jpg,VOM8cJrgCd-FCJb-lDTZ9w,2.151021906,0.887069837,29.2817162,-94.8169258,29.28184586,-94.81678197,"[2019, 10]",10,Y,125.1240005,1346.823532,2.151021906,7.313158484,10,Y,4.186841516,2.686841516,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25104.96726,34799.61573,43117.16213,39769.45544,39906.00145,40317.0475,40443.89374
8036,902,11954_29.3007032_-94.7783217_0_2.38.jpg,aoJXBCYsk7-jh687Qfjh2w,3.463683567,0.800347877,29.3007032,-94.7783217,29.30084385,-94.7783469,"[2019, 10]",11,N,138.5010071,1490.812433,3.463683567,11.61979123,11,Y,0.88020877,-0.61979123,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25343.81136,35130.69295,43527.37098,40147.81482,40285.6599,40285.6599,40285.6599
3776,530,1113_29.2849957_-94.8202441_0_192.81.jpg,uFRlKWVYvTLzTlIdfa4crg,1.742109974,0.789036358,29.28499569,-94.82024414,29.2848424,-94.82027892,"[2020, 2]",10,Y,118.6660004,1277.310198,1.742109974,5.971583904,10,Y,5.528416096,4.028416096,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25094.43476,34785.01595,43099.07282,39752.77062,39889.25934,40279.09015,40399.3895
6047,10225,4740_29.3084231_-94.7773745_0_238.34.jpg,X1fMTRsazrQL9J0esVjawQ,2.181955185,0.634856889,29.3084231,-94.7773745,29.30835468,-94.7775096,"[2021, 3]",11,Y,120.6600037,1298.773471,2.181955185,7.41464562,11,Y,5.08535438,3.58535438,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25084.53131,34771.28814,43082.06389,39737.08231,39873.51716,40269.89849,40392.21929
6048,10226,4741_29.3084231_-94.7773745_0_238.34.jpg,X1fMTRsazrQL9J0esVjawQ,2.181955185,0.634856889,29.30842312,-94.77737454,29.3083547,-94.77750964,"[2021, 3]",11,Y,120.6600037,1298.773471,2.181955185,7.41464562,11,Y,5.08535438,3.58535438,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25084.53131,34771.28814,43082.06389,39737.08231,39873.51716,40269.89849,40392.21929
3580,3181,15873_29.2879665_-94.8161943_0_133.63.jpg,jAj37ASB7e0BvPnFKrDMCA,1.703712065,0.73578176,29.2879665,-94.8161943,29.28782712,-94.81598302,"[2021, 4]",11,Y,113.7870026,1224.793103,1.703712065,5.845606512,11,Y,6.654393488,5.154393488,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25096.98452,34788.55034,43103.45197,39756.80977,39893.31236,40267.11513,40382.46833
6053,10227,4742_29.3083355_-94.777345_0_283.61.jpg,RTAupN0x9GVcSb4gtaee4w,2.182893132,0.641081727,29.3083355,-94.777345,29.30834773,-94.77750907,"[2021, 3]",11,Y,120.6600037,1298.773471,2.182893132,7.417722874,11,Y,5.082277126,3.582277126,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25081.53382,34767.13313,43076.91578,39732.3339,39868.75245,40265.13378,40387.45458
1376,5506,20313_29.2745619_-94.828614_0_6.23.jpg,rPIP9VQ3U3RMe0nmM_8kMw,1.190897517,0.398248875,29.2745619,-94.828614,29.27471917,-94.82857507,"[2020, 3]",11,Y,106.4940033,1146.291911,1.190897517,4.163144085,11,Y,8.336855915,6.836855915,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25031.41131,34697.65507,42990.83159,39652.93347,39789.0794,40255.5387,40399.48512
1377,6034,2170_29.2745619_-94.828614_0_6.23.jpg,rPIP9VQ3U3RMe0nmM_8kMw,1.190897517,0.398248875,29.27456187,-94.82861402,29.27471914,-94.82857509,"[2020, 3]",11,Y,106.4940033,1146.291911,1.190897517,4.163144085,11,Y,8.336855915,6.836855915,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25031.41131,34697.65507,42990.83159,39652.93347,39789.0794,40255.5387,40399.48512
8127,1829,13428_29.2944716_-94.8001778_0_253.32.jpg,J1RLzWSJg195nQx5F8Yidw,3.55644888,0.732637766,29.2944716,-94.8001778,29.29441346,-94.80032598,"[2021, 4]",11,N,138.3650055,1489.348524,3.55644888,11.92413937,11,Y,0.57586063,-0.92413937,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25318.92491,35096.19623,43484.62911,40108.39152,40246.10124,40246.10124,40246.10124
8128,1833,13434_29.2944716_-94.8001778_0_253.32.jpg,J1RLzWSJg195nQx5F8Yidw,3.55644888,0.732637766,29.29447164,-94.80017782,29.2944135,-94.800326,"[2021, 4]",11,N,138.3650055,1489.348524,3.55644888,11.92413937,11,Y,0.57586063,-0.92413937,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25318.92491,35096.19623,43484.62911,40108.39152,40246.10124,40246.10124,40246.10124
4102,1251,12507_29.2982249_-94.7841952_0_192.67.jpg,jpmdFTdjT5KmH9_GuGmoSA,1.806572413,0.801547731,29.29822493,-94.78419522,29.29808739,-94.78421956,"[2019, 8]",11,Y,115.1330032,1239.281332,1.806572413,6.183074846,11,Y,6.316925154,4.816925154,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25080.19622,34765.27899,43074.61848,39730.21497,39866.62624,40244.85077,40361.5685
7828,12651,8763_29.2868614_-94.8094438_0_13.50.jpg,Uq5lEMXQ_ydOARaoKozSTw,3.266408723,0.833739226,29.2868614,-94.8094438,29.28703954,-94.80937414,"[2021, 4]",10,N,138.3190002,1488.853327,3.266408723,10.97256405,10,Y,0.527435948,-0.972564052,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25310.50656,35084.52702,43470.17081,40095.05579,40232.71972,40232.71972,40232.71972
7842,3324,16096_29.2868874_-94.8093433_0_343.38.jpg,enTeSy9XXKroDI3RdI1-Rg,3.272504189,0.845663135,29.2868874,-94.80934334,29.28704219,-94.80937489,"[2021, 4]",10,N,138.3190002,1488.853327,3.272504189,10.9925623,10,Y,0.5074377,-0.9925623,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25310.50656,35084.52702,43470.17081,40095.05579,40232.71972,40232.71972,40232.71972
7843,3370,16188_29.2868874_-94.8093433_0_343.38.jpg,enTeSy9XXKroDI3RdI1-Rg,3.272504189,0.845663135,29.2868874,-94.80934334,29.28704219,-94.80937489,"[2021, 4]",10,N,138.3190002,1488.853327,3.272504189,10.9925623,10,Y,0.5074377,-0.9925623,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25310.50656,35084.52702,43470.17081,40095.05579,40232.71972,40232.71972,40232.71972
1311,11,10036_29.3068226_-94.7884704_0_358.89.jpg,ebTAM6l_SvgZm8mKJSWuiA,1.17691689,0.466389592,29.3068226,-94.7884704,29.30697732,-94.78850641,"[2019, 10]",12,Y,101.6119995,1093.74246,1.17691689,4.117275886,12,Y,9.382724114,7.882724114,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25027.80696,34692.65885,42984.64122,39647.22373,39783.35006,40228.42546,40365.77295
1312,10357,4932_29.3068226_-94.7884704_0_358.89.jpg,ebTAM6l_SvgZm8mKJSWuiA,1.17691689,0.466389592,29.30682263,-94.78847041,29.30697735,-94.78850642,"[2019, 10]",12,Y,101.6119995,1093.74246,1.17691689,4.117275886,12,Y,9.382724114,7.882724114,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25027.80696,34692.65885,42984.64122,39647.22373,39783.35006,40228.42546,40365.77295
7849,6081,21795_29.2629749_-94.8759178_0_49.48.jpg,fBZDKoUdcR_b0SBdD6dEig,3.275904572,0.295993088,29.2629749,-94.8759178,29.26313317,-94.8756619,"[2020, 2]",12,Y,133.7740021,1439.931375,3.275904572,11.00371841,12,Y,2.496281588,0.996281588,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25014.79194,34674.6179,42962.28824,39626.60629,39762.66183,40202.12408,40337.73938
7002,2208,14071_29.2925252_-94.7879343_0_132.95.jpg,Xncq_7U_Kp09r9rw9HffVQ,2.560268678,0.808611617,29.2925252,-94.7879343,29.29242361,-94.78779723,"[2021, 4]",11,Y,126.4690018,1361.301006,2.560268678,8.655831621,11,Y,3.844168379,2.344168379,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25024.9683,34688.72401,42979.76589,39642.72693,39778.83782,40194.30235,40322.51211
7729,5510,20323_29.2748831_-94.8424913_0_171.17.jpg,HURcmDA8DEbwF2b1sDGymA,3.195607745,0.427723529,29.2748831,-94.8424913,29.27474908,-94.84244886,"[2021, 4]",11,Y,138.0899963,1486.38835,3.195607745,10.74027738,11,Y,1.759722621,0.259722621,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25268.60194,35026.44032,43398.20066,40028.67355,40166.10957,40193.97059,40333.9613
7682,2033,13757_29.2927474_-94.8276829_0_359.01.jpg,TTIQnBqa08vw0PdAhdxsJg,3.160965638,0.57219934,29.2927474,-94.8276829,29.29288754,-94.82769885,"[2019, 10]",12,Y,131.5829926,1416.347545,3.160965638,10.62662217,12,Y,2.873377828,1.373377828,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25005.66317,34661.96391,42946.6098,39612.14515,39748.15104,40180.41558,40313.80972
6970,2175,14014_29.292173_-94.8073314_0_11.40.jpg,TpypBMP0XOgwxB1xxVaUpQ,2.542077653,0.762724374,29.29217296,-94.80733139,29.29238261,-94.80727583,"[2016, 11]",11,Y,126.0999985,1357.329087,2.542077653,8.59614978,11,Y,3.90385022,2.40385022,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25012.70795,34671.72914,42958.70903,39623.30498,39759.34918,40173.60149,40301.43716
7059,10445,5076_29.3060897_-94.7767447_0_328.63.jpg,VPa3WS3wGB_HGHv2AXiqqw,2.600013608,0.68083119,29.3060897,-94.7767447,29.30622024,-94.77684079,"[2019, 9]",11,Y,127.0719986,1367.791609,2.600013608,8.786228373,11,Y,3.713771627,2.213771627,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25010.5192,34668.69517,42954.94991,39619.83772,39755.87002,40173.31546,40302.13651
5399,2466,14605_29.2911349_-94.7931308_0_328.70.jpg,C4lOW7W0tETDBk3RryzJ9w,2.031920254,0.847979272,29.2911349,-94.7931308,29.29129429,-94.79321854,"[2021, 4]",10,Y,122.6589966,1320.290451,2.031920254,6.922405033,10,Y,4.577594967,3.077594967,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24997.31819,34650.3964,42932.2775,39598.92564,39734.88614,40137.83438,40262.18169
305,10806,5557_29.3033637_-94.7872162_0_150.74.jpg,qj3fBFs31m2FQLVlvm2eKw,0.697193476,0.5460961,29.3033637,-94.7872162,29.303198,-94.78711602,"[2016, 5]",12,Y,94.9216003,1021.727602,0.697193476,2.543380171,12,Y,10.95661983,9.456619829,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24988.00354,34637.48476,42916.27982,39584.17005,39720.07989,40135.85037,40264.15454
306,10832,5588_29.3033637_-94.7872162_0_150.74.jpg,qj3fBFs31m2FQLVlvm2eKw,0.697193476,0.5460961,29.30336366,-94.78721617,29.30319796,-94.78711599,"[2016, 5]",12,Y,94.9216003,1021.727602,0.697193476,2.543380171,12,Y,10.95661983,9.456619829,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24988.00354,34637.48476,42916.27982,39584.17005,39720.07989,40135.85037,40264.15454
725,11763,6862_29.2961948_-94.8007608_0_239.02.jpg,Bp44lKqVhlDX7J0yt5vTew,0.974705892,0.71793314,29.2961948,-94.8007608,29.2961477,-94.80087051,"[2021, 4]",11,Y,102.8669968,1107.251138,0.974705892,3.453853976,11,Y,9.046146024,7.546146024,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24964.24585,34604.5527,42875.47658,39546.53486,39682.31548,40132.88795,40271.9318
7279,889,11940_29.3011326_-94.7804058_0_164.02.jpg,a4ilaOZ5VLIR8qdMbbJYbA,2.746434555,0.787820735,29.30113264,-94.78040579,29.30097752,-94.78032655,"[2019, 10]",11,Y,129.4420013,1393.302106,2.746434555,9.266612057,11,Y,3.233387943,1.733387943,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24974.99732,34619.456,42893.94196,39563.56655,39699.40565,40124.6368,40255.86048
1471,6041,2171_29.2745969_-94.8285199_0_336.83.jpg,W9mk9jn_o-cCPdBHLlIuyg,1.214476599,0.391262891,29.2745969,-94.8285199,29.27472171,-94.8285735,"[2020, 3]",11,Y,106.4940033,1146.291911,1.214476599,4.240503278,11,Y,8.259496722,6.759496722,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24942.73509,34574.73524,42838.53238,39512.45909,39648.12271,40114.582,40258.52842
7540,10910,5706_29.3019566_-94.799824_0_193.57.jpg,dbUaglffp3TSgmnofZ_LPA,3.019753788,0.459654937,29.30195657,-94.79982399,29.30173899,-94.79993505,"[2016, 5]",12,Y,128.7929993,1386.316307,3.019753788,10.1633287,12,Y,3.336671299,1.836671299,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24957.16413,34594.73626,42863.31389,39535.31652,39671.05862,40094.15773,40224.72347
7541,10911,5707_29.3019566_-94.799824_0_193.57.jpg,dbUaglffp3TSgmnofZ_LPA,3.019753788,0.459654937,29.30195657,-94.79982399,29.30173899,-94.79993505,"[2016, 5]",12,Y,128.7929993,1386.316307,3.019753788,10.1633287,12,Y,3.336671299,1.836671299,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24957.16413,34594.73626,42863.31389,39535.31652,39671.05862,40094.15773,40224.72347
4004,3268,16015_29.2878522_-94.7984262_0_163.48.jpg,TMvliL5R3P6fZVuziHbW2A,1.78729761,0.8911645,29.2878522,-94.7984262,29.28768753,-94.79840554,"[2021, 4]",10,Y,118.7580032,1278.300508,1.78729761,6.119837303,10,Y,5.380162697,3.880162697,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24971.7564,34614.96355,42888.37576,39558.43253,39694.25399,40084.38705,40204.77967
6421,10301,485_29.2900497_-94.8226643_0_329.08.jpg,pq0JXRPdBXc_mre05BYEyQ,2.291214553,0.6178915,29.2900497,-94.8226643,29.2901988,-94.82279653,"[2017, 9]",11,Y,121.7809982,1310.839755,2.291214553,7.773108114,11,Y,4.726891886,3.226891886,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24965.16456,34605.82617,42877.05443,39547.99021,39683.77582,40083.83975,40207.29697
5155,3479,16365_29.2866139_-94.8049584_0_102.78.jpg,tUK1okbXXzfUAoHXqOzNRw,1.9899563,0.845722869,29.2866139,-94.8049584,29.28660423,-94.80475063,"[2020, 2]",10,Y,121.8249969,1311.313353,1.9899563,6.784728018,10,Y,4.715271982,3.215271982,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24962.75631,34602.48795,42872.91832,39544.17524,39679.94776,40080.15622,40203.65805
1330,159,10297_29.3191575_-94.7707991_0_313.56.jpg,Pblse-BZp1WE0fNqPvT4TA,1.181288494,0.863734633,29.3191575,-94.7707991,29.31927986,-94.77094747,"[2021, 4]",11,Y,105.8379974,1139.230723,1.181288494,4.131618419,11,Y,8.368381581,6.868381581,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24913.13215,34533.7007,42787.69006,39465.56428,39601.06689,40064.65278,40207.71248
5305,10685,5330_29.3045013_-94.7754082_0_357.74.jpg,AXnI7MXjoh6FnDZW1DxzUg,2.017850459,0.798836269,29.3045013,-94.7754082,29.30470317,-94.77536908,"[2019, 1]",11,Y,117.5940018,1265.771301,2.017850459,6.876244288,11,Y,5.623755712,4.123755712,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24958.2466,34596.23675,42865.17301,39537.03129,39672.77928,40059.08846,40178.30106
6312,2615,14864_29.290623_-94.8059724_0_148.19.jpg,x0bCC0VrvQwNcCKREp2xyw,2.25437778,0.759033829,29.290623,-94.8059724,29.29051931,-94.80587476,"[2019, 10]",10,Y,125.9589996,1355.811388,2.25437778,7.652252559,10,Y,3.847747441,2.347747441,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24927.69136,34553.88216,42812.69514,39488.62791,39624.20971,40037.99882,40165.69156
7993,8461,27050_29.1460818_-95.0437248_0_204.34.jpg,01dKA7EfC5TNSmIUarCPmg,3.426031965,0.30975275,29.14608178,-95.04372475,29.14581587,-95.04383518,"[2016, 10]",12,Y,136.0700073,1464.645369,3.426031965,11.49626235,12,Y,2.003737648,0.503737648,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24903.07702,34519.76263,42770.42062,39449.63567,39585.08359,40032.08847,40170.03138
460,1214,12453_29.2977529_-94.8062683_0_58.50.jpg,QQfuDTGjQAIWwQH9FjAbLQ,0.815314384,0.542060881,29.2977529,-94.8062683,29.29784438,-94.80614645,"[2019, 10]",12,Y,96.1771011,1035.2417,0.815314384,2.930915958,12,Y,10.56908404,9.069084042,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24917.31949,34539.50504,42794.88171,39472.19755,39607.72294,40028.99269,40158.9939
7415,11883,7025_29.2959379_-94.8037889_0_196.07.jpg,SfbAyRYNHWg396ON4ANy_A,2.88090008,0.699405419,29.2959379,-94.8037889,29.29578306,-94.80383528,"[2016, 9]",11,Y,131.4889984,1415.3358,2.88090008,9.707771916,11,Y,2.792228084,1.292228084,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24901.66017,34517.79864,42767.98721,39447.3912,39582.83141,40014.78718,40148.08603
5084,3676,16730_29.2857286_-94.8261517_0_146.97.jpg,bQ_AA1YIV-BqPUYISgbn9Q,1.979892267,0.674242929,29.2857286,-94.8261517,29.28561615,-94.82603867,"[2017, 9]",11,Y,116.901001,1258.311902,1.979892267,6.751709537,11,Y,5.748290463,4.248290463,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24928.69122,34555.26812,42814.41237,39490.21181,39625.79905,40009.83164,40128.3417
