,Unnamed: 0,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m.1,FFE_gsv_ft,STATIC_BFE.1,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,is_residential
4991,3523,5453,20193_29.2751495_-94.841846_0_350.01.jpg,gQmGRxMd9PoZ5R9MZX9ZCw,2.944095254,0.480963738,29.2751495,-94.841846,29.27530077,-94.84189983,"[2021, 4]",11,Y,165.3179932,1779.468069,2.944095254,9.659105164,11,Y,2.840894836,1.340894836,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,31373.21631,45310.02572,45908.08193,51780.88928,51958.67581,Y
3867,1708,3184,15882_29.2875569_-94.8141695_0_0.62.jpg,DC9L9icf_N_pDTv40ObD3g,1.5692103,0.72976999,29.2875569,-94.8141695,29.2876925,-94.814201,"[2021, 4]",10,Y,165.3139954,1779.425037,1.5692103,5.148327756,10,Y,6.351672244,4.851672244,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36057.83154,52075.67048,52763.02782,59512.75649,59717.08992,Y
4693,3717,10447,5078_29.3060077_-94.7770671_0_358.16.jpg,sGvJUfGVZ8WIyLyAp2dY6w,2.675536842,0.687826548,29.3060077,-94.7770671,29.30617918,-94.77711258,"[2019, 9]",11,Y,165.2630005,1778.876133,2.675536842,8.778008012,11,Y,3.721991988,2.221991988,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32538.30209,46992.67331,47612.93913,53703.84092,53888.22979,Y
4972,8004,3972,17227_29.2837999_-94.8698018_0_245.01.jpg,S2ewEXaCMJuYf9-gJxfjPQ,3.221958492,0.35397258,29.2837999,-94.8698018,29.28370783,-94.86999048,"[2020, 2]",12,Y,165.2290039,1778.510196,3.221958492,10.57072996,12,Y,2.929270039,1.429270039,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,31474.21052,45455.88421,46055.86565,51947.57827,52125.93712,Y
3422,6478,7214,2425_29.2696073_-94.8433798_0_245.35.jpg,wvj7v7fSqCBAqEk-Xox4tg,1.35502899,0.598150008,29.2696073,-94.8433798,29.26957785,-94.84351547,"[2021, 4]",11,Y,165.2259979,1778.47784,1.35502899,4.445633169,11,Y,8.054366831,6.554366831,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,38333.96376,55362.92062,56093.66703,63269.46889,63486.70076,Y
5316,184,2715,15034_29.2895273_-94.8066267_0_343.29.jpg,yzFhncYwmpYVWHsj0uqIcQ,3.477587614,0.77295093,29.28952735,-94.80662673,29.28983607,-94.80666448,"[2019, 10]",10,N,165.173996,1777.918096,3.477587614,11.40940818,10,Y,0.090591818,-1.409408182,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30224.60763,43651.1748,44227.33551,49885.13278,50056.41035,Y
5317,185,2742,15103_29.2895273_-94.8066267_0_343.29.jpg,yzFhncYwmpYVWHsj0uqIcQ,3.477587614,0.77295093,29.28952735,-94.80662673,29.28983607,-94.80666448,"[2019, 10]",10,N,165.173996,1777.918096,3.477587614,11.40940818,10,Y,0.090591818,-1.409408182,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30224.60763,43651.1748,44227.33551,49885.13278,50056.41035,Y
5113,11506,9220,28954_29.1239443_-95.0667417_0_141.46.jpg,LtgofmAaOkEP1IG1HgFCYA,4.863175874,0.638598448,29.1239443,-95.0667417,29.12370597,-95.06657742,"[2021, 4]",17,Y,165.1649933,1777.821192,4.863175874,15.95530142,17,Y,2.544698576,1.044698576,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30949.24277,44697.71196,45287.68612,51081.12911,51256.51306,Y
4632,673,1950,13633_29.2935786_-94.7910397_0_43.98.jpg,WQ8Jcm02-RGbg9gV2DXOVQ,2.309008394,0.857130022,29.29357856,-94.79103974,29.29371736,-94.79093766,"[2019, 10]",10,Y,165.1260071,1777.401548,2.309008394,7.575486857,10,Y,3.924513143,2.424513143,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32781.30079,47343.61844,47968.51646,54104.9056,54290.6715,Y
4633,674,12106,7417_29.2935786_-94.7910397_0_43.98.jpg,WQ8Jcm02-RGbg9gV2DXOVQ,2.309008394,0.857130022,29.2935786,-94.7910397,29.2937174,-94.79093762,"[2019, 10]",10,Y,165.1260071,1777.401548,2.309008394,7.575486857,10,Y,3.924513143,2.424513143,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32781.30079,47343.61844,47968.51646,54104.9056,54290.6715,Y
5321,2979,1640,13131_29.2956245_-94.7854576_0_283.47.jpg,VYzmpUTY4VrvPBstaBW19Q,3.651224571,0.777914218,29.29562447,-94.7854576,29.2956553,-94.78566299,"[2021, 3]",11,N,165.125,1777.390708,3.651224571,11.97908324,11,Y,0.520916762,-0.979083238,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30215.64203,43638.22644,44214.21624,49870.33523,50041.56198,Y
3357,6602,6691,2314_29.2714301_-94.8423012_0_95.37.jpg,XOAklA6-jx_YE4ZiWFkjAw,1.280847977,0.402299318,29.27143011,-94.84230125,29.27142202,-94.84211989,"[2019, 9]",11,Y,165.0399933,1776.475703,1.280847977,4.202257142,11,Y,8.297742858,6.797742858,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,38723.16057,55925.0089,56663.17443,63911.83072,64131.2681,Y
3527,6222,6695,2315_29.2713482_-94.8422601_0_35.93.jpg,huzXwvBe-zpj5C22A5DjEg,1.48346724,0.401581411,29.2713482,-94.84226011,29.27147656,-94.84215665,"[2019, 9]",11,Y,165.0399933,1776.475703,1.48346724,4.867018504,11,Y,7.632981496,6.132981496,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,37705.22802,54454.8839,55173.64495,62231.75266,62445.4216,Y
4027,1587,3220,1592_29.280632_-94.8203025_0_88.52.jpg,gSUSmRAWGzvJgx5tkw5aew,1.69217053,0.851651214,29.280632,-94.8203025,29.28064536,-94.82017914,"[2021, 4]",10,Y,165.0370026,1776.443511,1.69217053,5.551740584,10,Y,5.948259416,4.448259416,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35459.93456,51212.17191,51888.13175,58525.93905,58726.88429,Y
4028,1588,4635,18708_29.280632_-94.8203025_0_88.52.jpg,gSUSmRAWGzvJgx5tkw5aew,1.69217053,0.851651214,29.28063202,-94.8203025,29.28064538,-94.82017914,"[2021, 4]",10,Y,165.0370026,1776.443511,1.69217053,5.551740584,10,Y,5.948259416,4.448259416,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35459.93456,51212.17191,51888.13175,58525.93905,58726.88429,Y
4699,629,4121,17794_29.2830763_-94.8202533_0_195.40.jpg,GkNJvAgydR_K3O_QH605gw,2.366479212,0.826848585,29.2830763,-94.8202533,29.2828647,-94.82036597,"[2021, 4]",10,Y,165.0359955,1776.432671,2.366479212,7.764039409,10,Y,3.735960591,2.235960591,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32512.21824,46955.00232,47574.77092,53660.79003,53845.03109,Y
3395,6528,165,10290_29.3195378_-94.772322_0_342.81.jpg,z_1OJMe7BYzB66_nI9U8-w,1.324934265,0.911532588,29.3195378,-94.772322,29.3196896,-94.77237625,"[2021, 4]",11,Y,165.0310059,1776.378963,1.324934265,4.346897195,11,Y,8.153102805,6.653102805,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,38464.11632,55550.89037,56284.11783,63484.28318,63702.2526,Y
4088,4660,2186,14033_29.2922203_-94.8093633_0_73.51.jpg,stkHFI9Zh4qisfVBr-j_MA,2.048518421,0.702756668,29.2922203,-94.8093633,29.29223662,-94.80919533,"[2020, 3]",11,Y,164.9420013,1775.420926,2.048518421,6.720860961,11,Y,5.779139039,4.279139039,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35214.32764,50857.45992,51528.73785,58120.56955,58320.12299,Y
4292,8214,12469,851_29.2870915_-94.8389443_0_245.67.jpg,A1Rek5Lcd0yzYa_wVsXP9g,2.557153425,0.344638666,29.2870915,-94.8389443,29.28702696,-94.83905836,"[2019, 8]",12,Y,164.9279938,1775.27015,2.557153425,8.389610974,12,Y,5.110389026,3.610389026,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34320.92815,49567.18884,50221.43622,56646.03091,56840.5216,Y
4348,8189,12465,850_29.2871701_-94.8389843_0_215.21.jpg,8QlroeiXRPle6b4BZVaFRw,2.613950104,0.349216184,29.2871701,-94.8389843,29.28701914,-94.83906483,"[2019, 8]",12,Y,164.9279938,1775.27015,2.613950104,8.575951785,12,Y,4.924048215,3.424048215,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34072.82419,49208.87057,49858.38843,56236.5401,56429.62484,Y
5285,3378,10215,4719_29.3091915_-94.7758358_0_146.97.jpg,6J695IsfzsrPylKcxFCg5g,3.158657818,0.582265186,29.3091915,-94.7758358,29.30905708,-94.7757613,"[2019, 9]",11,Y,164.798996,1773.88163,3.158657818,10.36305058,11,Y,2.136949416,0.636949416,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30338.18674,43815.20875,44393.53457,50072.59292,50244.51412,Y
3778,8476,1718,13250_29.295083_-94.8107436_0_192.82.jpg,ZfI4oHIqKqkEqeqHMGsmPg,2.055587457,0.748883504,29.295083,-94.8107436,29.29483452,-94.8108749,"[2021, 4]",12,Y,164.7109985,1772.934433,2.055587457,6.744053337,12,Y,6.755946663,5.255946663,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36463.87155,52662.08417,53357.1817,60182.91771,60389.5521,Y
4527,795,4020,17300_29.2842468_-94.8153122_0_43.97.jpg,VwsoJws__FZDIXfa361KfA,2.185914053,0.847587073,29.2842468,-94.8153122,29.28456384,-94.81510435,"[2021, 4]",10,Y,164.6170044,1771.922688,2.185914053,7.171634032,10,Y,4.328365968,2.828365968,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,33216.94907,47972.79315,48605.99578,54823.93469,55012.16933,Y
3885,1736,6934,2375_29.2707038_-94.8359226_0_155.04.jpg,pAGzpcoXE3cgFLb4fFRHvg,1.549574742,0.732530432,29.2707038,-94.8359226,29.27057747,-94.83586268,"[2021, 4]",10,Y,164.5740051,1771.459848,1.549574742,5.083906634,10,Y,6.416093366,4.916093366,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35982.01647,51966.17637,52652.08847,59387.62519,59591.52898,Y
3139,7032,5599,2047_29.2766161_-94.8396961_0_258.57.jpg,PCChRv6KcRSSzBnjZlFVDw,1.050669296,0.566713737,29.2766161,-94.8396961,29.27661195,-94.83986024,"[2019, 10]",11,Y,164.4819946,1770.469455,1.050669296,3.447077743,11,Y,9.052922257,7.552922257,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,39929.25998,57666.88945,58428.04642,65902.47457,66128.7467,Y
4483,8135,10398,4988_29.3065176_-94.7824514_0_329.08.jpg,nMRoh1VGwZTaE8kFlliV6g,2.741818322,0.585457324,29.3065176,-94.7824514,29.30661358,-94.78251447,"[2021, 3]",12,Y,164.473999,1770.383391,2.741818322,8.995466936,12,Y,4.504533064,3.004533064,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,33422.00545,48268.94099,48906.05253,55162.3763,55351.77296,Y
5357,3307,5388,20074_29.2760595_-94.8355533_0_262.29.jpg,3iI3KSbKvMbqlR0ixYt0yg,3.225340094,0.351995993,29.2760595,-94.8355533,29.27603824,-94.8357142,"[2017, 5]",11,Y,164.4349976,1769.963584,3.225340094,10.58182446,11,Y,1.918175545,0.418175545,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30089.38092,43455.87682,44029.45975,49661.9437,49832.45496,Y
4149,4568,3856,17020_29.2850308_-94.8236416_0_177.56.jpg,C5lITGsjFVdj42EFBFHZgg,2.094532373,0.773701757,29.28503082,-94.82364161,29.28480361,-94.8236613,"[2020, 3]",11,Y,164.4340057,1769.952907,2.094532373,6.871825371,11,Y,5.628174629,4.128174629,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34905.47309,50411.40404,51076.79439,57610.81107,57808.61428,Y
4225,4409,3874,17046_29.2850053_-94.8237352_0_177.59.jpg,Sku-MsyuapsO9kgZ58JUkA,2.171926112,0.770074435,29.28500526,-94.82373516,29.28476199,-94.82373587,"[2020, 3]",11,Y,164.4340057,1769.952907,2.171926112,7.125741837,11,Y,5.374258163,3.874258163,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34568.40795,49924.60568,50583.57068,57054.49154,57250.38466,Y
3828,1788,2613,1485_29.281798_-94.8215146_0_133.48.jpg,YfSI_x7SMB4Myhqc5bFK1A,1.488006166,0.854001579,29.281798,-94.82151463,29.28166158,-94.82135428,"[2021, 4]",10,Y,164.4329987,1769.942068,1.488006166,4.881909993,10,Y,6.618090007,5.118090007,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36219.32898,52308.90934,52999.34524,59779.30491,59984.55351,Y
3980,1666,4427,18363_29.2818241_-94.8214149_0_163.34.jpg,vIZgQtZjuUMQWSVHZIBoZg,1.625639755,0.854771227,29.28182405,-94.82141491,29.28170057,-94.82135549,"[2021, 4]",10,Y,164.4329987,1769.942068,1.625639755,5.333463763,10,Y,6.166536237,4.666536237,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35619.91097,51443.21406,52122.22347,58789.97703,58991.82883,Y
3981,1667,4450,18394_29.2818241_-94.8214149_0_163.34.jpg,vIZgQtZjuUMQWSVHZIBoZg,1.625639755,0.854771227,29.28182405,-94.82141491,29.28170057,-94.82135549,"[2021, 4]",10,Y,164.4329987,1769.942068,1.625639755,5.333463763,10,Y,6.166536237,4.666536237,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35619.91097,51443.21406,52122.22347,58789.97703,58991.82883,Y
3488,6384,11950,7116_29.2954628_-94.8019803_0_192.99.jpg,qaJV0YtvzBMhSPWJl037fw,1.406167909,0.743535938,29.29546285,-94.80198025,29.29534871,-94.80198751,"[2017, 5]",11,Y,164.4299927,1769.909711,1.406167909,4.613411775,11,Y,7.886588225,6.386588225,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,37902.51234,54739.8071,55462.32892,62557.36663,62772.15354,Y
4120,1507,12406,8385_29.2889834_-94.7978394_0_343.63.jpg,g7AE21RcZfRZb1nRNXawtw,1.756053754,0.874362328,29.2889834,-94.7978394,29.28913761,-94.79785816,"[2021, 4]",10,Y,164.3840027,1769.414679,1.756053754,5.761331214,10,Y,5.738668786,4.238668786,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35041.49112,50607.84486,51275.82807,57835.3062,58033.8802,Y
3601,6104,1196,12432_29.2981866_-94.7888243_0_43.29.jpg,2hRlKwQuWRE63J57h99OOw,1.536182825,0.731373744,29.2981866,-94.7888243,29.29833652,-94.78869394,"[2019, 8]",11,Y,164.3820038,1769.393163,1.536182825,5.039969898,11,Y,7.460030102,5.960030102,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,37325.38872,53906.30996,54617.83028,61604.83521,61816.35166,Y
4712,3727,11403,6371_29.2983596_-94.7888814_0_73.14.jpg,Gv9cNv6HnhT7Pn-rxp5syg,2.655634581,0.735234555,29.2983596,-94.7888814,29.29836976,-94.78874461,"[2019, 8]",11,Y,164.3820038,1769.393163,2.655634581,8.71271188,11,Y,3.78728812,2.28728812,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32451.49531,46867.30466,47485.91572,53560.568,53744.46495,Y
2844,7326,5654,20556_29.2732338_-94.8432976_0_63.56.jpg,sS2O0iAC0XzXhLcUiU2vAQ,0.748484578,0.334152096,29.2732338,-94.8432976,29.2733116,-94.84310955,"[2019, 9]",11,Y,164.3430023,1768.973354,0.748484578,2.455658064,11,Y,10.04434194,8.544341936,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,41649.31353,60151.03612,60944.98184,68741.38983,68977.40921,Y
3755,5637,10998,5850_29.3008576_-94.7777134_0_343.39.jpg,QwzldwIHiX0zEkAVW9a0sQ,1.695006931,0.879462961,29.3008576,-94.7777134,29.30108892,-94.77786585,"[2019, 10]",11,Y,164.3329926,1768.865611,1.695006931,5.561046362,11,Y,6.938953638,5.438953638,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36622.97432,52891.86458,53589.99502,60445.51377,60653.04976,Y
3292,6747,6926,2373_29.2703514_-94.8423395_0_319.84.jpg,H0h9PKN7kMEk3ie_7DcXrQ,1.199166643,0.638520982,29.2703514,-94.8423395,29.27047256,-94.84246585,"[2020, 3]",11,Y,164.2960052,1768.467482,1.199166643,3.934273763,11,Y,8.565726237,7.065726237,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,39022.51931,56357.35069,57101.22279,64405.91656,64627.05036,Y
3720,1930,12847,9010_29.2856236_-94.8083537_0_238.72.jpg,yR3PcIamLzXcIV1ORVUcng,1.349592266,0.845029888,29.2856236,-94.8083537,29.28557902,-94.80846697,"[2021, 4]",10,Y,164.2910004,1768.413611,1.349592266,4.427796148,10,Y,7.072203852,5.572203852,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36790.34713,53133.58879,53834.90981,60721.75936,60930.24382,Y
4604,3822,1901,13561_29.2936138_-94.8089826_0_337.09.jpg,ACqeUT0pMDJPiLtlDAkR9A,2.550692227,0.710968522,29.2936138,-94.8089826,29.29376034,-94.80904218,"[2019, 10]",11,Y,164.2910004,1768.413611,2.550692227,8.368412818,11,Y,4.131587182,2.631587182,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32890.17722,47500.86064,48127.83413,54284.60404,54470.98693,Y
4812,3660,1873,13508_29.2935767_-94.8090782_0_5.97.jpg,UEZWioHwXb_URsnxd3SMag,2.740580026,0.705361161,29.29357665,-94.80907816,29.29381419,-94.80905231,"[2019, 10]",11,Y,164.2910004,1768.413611,2.740580026,8.991404285,11,Y,3.508595715,2.008595715,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32063.89728,46307.52537,46918.74779,52920.84492,53102.54541,Y
4813,3661,12103,7420_29.2935767_-94.8090782_0_5.97.jpg,UEZWioHwXb_URsnxd3SMag,2.740580026,0.705361161,29.2935767,-94.8090782,29.29381424,-94.80905235,"[2019, 10]",11,Y,164.2910004,1768.413611,2.740580026,8.991404285,11,Y,3.508595715,2.008595715,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32063.89728,46307.52537,46918.74779,52920.84492,53102.54541,Y
3605,8638,10714,5445_29.3041664_-94.7877134_0_177.62.jpg,AqUMtUFQ_cvDbRutCT_xZw,1.84204094,0.535192296,29.3041664,-94.7877134,29.30403625,-94.78768067,"[2019, 10]",12,Y,164.2890015,1768.392095,1.84204094,6.043441404,12,Y,7.456558596,5.956558596,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,37299.66692,53869.16186,54580.19186,61562.38188,61773.75256,Y
4275,4339,785,11734_29.302192_-94.7844815_0_327.66.jpg,Kv1IK8yTbJWwWt7K7GEJAw,2.201686859,0.745740963,29.302192,-94.7844815,29.30236807,-94.78461566,"[2019, 8]",11,Y,164.2879944,1768.381254,2.201686859,7.223382083,11,Y,5.276617917,3.776617917,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34408.2136,49693.24878,50349.16005,56790.09385,56985.07918,Y
3339,6665,12045,7258_29.295192_-94.784993_0_192.85.jpg,7vUZ52gnt14WEqyM8gbQ6g,1.237703924,0.850657743,29.29519203,-94.784993,29.29507785,-94.78501769,"[2019, 10]",11,Y,164.2660065,1768.144578,1.237703924,4.060708412,11,Y,8.439291588,6.939291588,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,38791.83948,56024.19679,56763.67152,64025.18394,64245.01051,Y
4623,719,4580,18625_29.2813718_-94.8160273_0_163.45.jpg,DiYzQU79WcNnNvCyynMl7g,2.25999534,0.91838653,29.2813718,-94.8160273,29.28119928,-94.81600703,"[2021, 4]",10,Y,164.1990051,1767.423381,2.25999534,7.414682874,10,Y,4.085317126,2.585317126,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32810.42617,47385.68207,48011.1353,54152.97647,54338.90742,Y
4624,720,13237,9603_29.2813718_-94.8160273_0_163.45.jpg,DiYzQU79WcNnNvCyynMl7g,2.25999534,0.91838653,29.2813718,-94.8160273,29.28119928,-94.81600703,"[2021, 4]",10,Y,164.1990051,1767.423381,2.25999534,7.414682874,10,Y,4.085317126,2.585317126,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,32810.42617,47385.68207,48011.1353,54152.97647,54338.90742,Y
5389,221,896,1194_29.2841464_-94.8177648_0_58.33.jpg,eEaEfzg4zZB2vNH38IaA7w,3.348980379,0.78462391,29.2841464,-94.8177648,29.28420203,-94.81761172,"[2020, 2]",10,N,164.0149994,1765.442761,3.348980379,10.98746844,10,Y,0.512531565,-0.987468435,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30012.52693,43344.88226,43917.00015,49535.09767,49705.17341,Y
5330,3384,11777,6883_29.2961072_-94.7887488_0_328.35.jpg,OaaZxUD7y8_Goptmse5AXQ,3.154651397,0.795028071,29.2961072,-94.7887488,29.29624084,-94.78881674,"[2019, 8]",11,Y,163.9640045,1764.893856,3.154651397,10.34990616,11,Y,2.150093842,0.650093842,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30201.87033,43618.33699,44194.06426,49847.6053,50018.75401,Y
2421,11076,7434,24587_29.2031693_-94.9445254_0_80.76.jpg,NVd3lPC2w_53p4W_UGOyYg,1.497976649,0.557316745,29.2031693,-94.9445254,29.20315903,-94.94417107,"[2020, 2]",15,Y,163.9389954,1764.62466,1.497976649,4.914621552,15,Y,11.58537845,10.08537845,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44266.27742,63930.52433,64774.35628,73060.63833,73311.48758,Y
5394,10869,7445,24605_29.2030081_-94.9444416_0_65.05.jpg,5Z3jQ6aFpTzFV1jtB_fQhw,4.854394987,0.594370988,29.2030081,-94.9444416,29.20306796,-94.94427337,"[2020, 2]",15,N,163.9389954,1764.62466,4.854394987,15.92649274,15,Y,0.57350726,-0.92649274,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29998.61922,43324.79639,43896.64916,49512.14327,49682.1402,Y
3124,7087,879,11926_29.3007308_-94.7899342_0_358.51.jpg,Td4os7_pECl4oTC336Nx_A,1.013053832,0.747540345,29.3007308,-94.7899342,29.30086501,-94.78992304,"[2021, 3]",11,Y,163.9170074,1764.387983,1.013053832,3.323667428,11,Y,9.176332572,7.676332572,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,40009.8487,57783.2778,58545.97101,66035.4847,66262.21352,Y
4334,4261,11792,6903_29.2966712_-94.7829096_0_178.30.jpg,0KLrfkByOu_4CI98wiaoaQ,2.249512203,0.82211697,29.2966712,-94.78290963,29.29649882,-94.78293856,"[2016, 10]",11,Y,163.9170074,1764.387983,2.249512203,7.38028938,11,Y,5.11971062,3.61971062,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34122.88067,49281.16344,49931.63551,56319.15734,56512.52574,Y
4411,4125,11793,6904_29.2966271_-94.7830735_0_132.87.jpg,55sHc_0w4tNnp43_6kpksA,2.33041535,0.816568036,29.29662706,-94.78307353,29.29649891,-94.78290661,"[2016, 10]",11,Y,163.9170074,1764.387983,2.33041535,7.645719652,11,Y,4.854280348,3.354280348,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,33771.63918,48773.89123,49417.66771,55739.44003,55930.81801,Y
5399,3187,11118,5993_29.3006043_-94.7787407_0_191.97.jpg,iLg-YEodKpLwvwb54x837w,3.364998348,0.772587072,29.30060429,-94.77874068,29.30043098,-94.7788177,"[2019, 10]",11,N,163.822998,1763.376075,3.364998348,11.04002083,11,Y,1.459979173,-0.040020827,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29977.39327,43294.1413,43865.58946,49477.11024,49646.98688,Y
4289,1301,13120,9429_29.2824651_-94.8118047_0_328.69.jpg,C6lFXvR_BN4pi-0QRqIiow,1.889088287,0.91326068,29.2824651,-94.8118047,29.28264633,-94.81193322,"[2019, 10]",10,Y,163.7810059,1762.924075,1.889088287,6.197796217,10,Y,5.302203783,3.802203783,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34335.8602,49588.75409,50243.28611,56670.67596,56865.25127,Y
3957,5103,1303,12582_29.2979064_-94.7854137_0_148.55.jpg,BtW0_wOnuuNpX9ulzBTXcw,1.87279301,0.799187992,29.2979064,-94.7854137,29.29779963,-94.78532155,"[2019, 8]",11,Y,163.7769928,1762.880879,1.87279301,6.144334022,11,Y,6.355665978,4.855665978,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35727.86514,51599.12431,52280.19162,58968.15331,59170.61687,Y
2507,10695,8229,25972_29.1839364_-94.9751085_0_145.21.jpg,x7GreFfUYPNbcy8l0czT_Q,1.29500639,0.6264364,29.1839364,-94.9751085,29.18382992,-94.97498013,"[2016, 9]",14,Y,163.6629944,1761.65381,1.29500639,4.248708629,14,Y,11.25129137,9.751291371,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,43603.20675,62972.9002,63804.09228,71966.25296,72213.34471,Y
5325,3390,5377,20042_29.2761002_-94.8337811_0_78.90.jpg,13hzpKLbfOQ9gIcpXFs-Ig,3.139998264,0.377299354,29.2761002,-94.8337811,29.27611757,-94.83342608,"[2019, 10]",11,Y,163.6439972,1761.449326,3.139998264,10.30183157,11,Y,2.198168425,0.698168425,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,30206.43627,43624.93125,44200.74556,49855.1413,50026.31589,Y
3864,5361,2061,13828_29.2930019_-94.8149612_0_149.60.jpg,VjcLA4JyO5j4TIE-WnlbVQ,1.787116329,0.670755642,29.2930019,-94.8149612,29.29290115,-94.81488691,"[2020, 2]",11,Y,163.6410065,1761.417134,1.787116329,5.863242549,11,Y,6.636757451,5.136757451,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36069.5393,52092.57914,52780.15966,59532.07993,59736.4797,Y
4043,1642,12580,8671_29.2878101_-94.8003862_0_43.41.jpg,9yPsSbOgpxPITaZ37F1mGA,1.642023479,0.864197468,29.2878101,-94.8003862,29.28800247,-94.80025811,"[2019, 10]",10,Y,163.6399994,1761.406294,1.642023479,5.387216138,10,Y,6.112783862,4.612783862,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35377.11954,51092.56827,51766.94944,58389.25444,58589.73039,Y
